cell,year,cwb,latitude,longitude
8944,2025,-224.79999999999998,43.5627073729943,3.671464649076453
8945,2025,-365.2,43.56144242987775,3.770323905832285
8946,2025,-365.2,43.56008731839613,3.86917841545906
8947,2025,-331.3,43.5586418902951,3.96802791694663
8948,2025,-374.0,43.557105919705776,4.0668720917562
8949,2025,-311.7,43.5554792901833,4.165710649025723
8950,2025,-405.5,43.55376205744248,4.264543496577782
8951,2025,-381.5,43.55195433449197,4.363370824675
8952,2025,-356.1,43.55005614601728,4.462192409624863
8953,2025,-377.40000000000003,43.54806757323115,4.561007382697232
8954,2025,-341.0,43.54598877777762,4.659814876975963
8955,2025,-354.5,43.5438196729159,4.75861452727065
8956,2025,-256.9,43.54156012627625,4.857406345550045
8957,2025,-258.8,43.53921018188132,4.956190305845692
8958,2025,-305.1,43.53676993002782,5.054966213370205
8959,2025,-217.5,43.53423945737028,5.153733701710893
8960,2025,-254.9,43.53161855338635,5.25249229603634
8961,2025,-300.2,43.52890721999872,5.351241279072007
8962,2025,-284.5,43.52610570088852,5.449980479997983
8963,2025,-305.0,43.52321401418155,5.548710007106745
8964,2025,-316.1,43.52023217676408,5.647429417212702
8965,2025,-440.1,43.51716022260915,5.74613831586886
8966,2025,-438.2,43.51399815866063,5.844836450388335
8967,2025,-451.9,43.51074595386338,5.943523520247905
8968,2025,-454.6,43.507403506915374,6.042199176861165
8969,2025,-347.2,43.5039707355446,6.140863024310198
8970,2025,-422.09999999999997,43.50044774157608,6.239514780429732
8971,2025,-416.1,43.4968347010112,6.338154224217555
8972,2025,-397.5,43.49313171885495,6.436781021713062
8973,2025,-379.0,43.4893388359913,6.535394710948783
8974,2025,-380.7,43.485455908011325,6.6339950907716725
8975,2025,-375.0,43.481482806349376,6.73258208112887
8976,2025,-310.0,43.47741967459022,6.831155378897715
